Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
165.272	-10.3	195.5	170.21	1.71E+02	3.36E-03	0	0
165.432	-10.3	195.5	170.09	1.71E+02	3.35E-03	0	0
165.593	-10.3	195.5	169.86	1.70E+02	3.34E-03	0	0
165.755	-10.3	195.5	169.76	1.69E+02	3.33E-03	0	0
165.919	-10.3	195.5	169.49	1.69E+02	3.32E-03	0	0
166.084	-10.3	195.5	169.39	1.68E+02	3.31E-03	0	0
166.250	-10.3	195.5	169.24	1.67E+02	3.30E-03	0	0
166.418	-10.3	195.5	168.91	1.67E+02	3.30E-03	0	0
166.588	-10.3	195.5	169.01	1.66E+02	3.28E-03	0	0
166.759	-10.3	195.5	169.04	1.65E+02	3.27E-03	0	0
166.931	-10.3	195.5	168.93	1.65E+02	3.26E-03	0	0
167.105	-10.3	195.5	168.87	1.64E+02	3.24E-03	0	0
167.280	-10.3	195.5	168.85	1.63E+02	3.23E-03	0	0
167.457	-10.3	195.5	169.07	1.63E+02	3.21E-03	0	0
167.635	-10.3	195.5	169.11	1.62E+02	3.20E-03	0	0
167.816	-10.3	195.5	170.11	1.61E+02	3.17E-03	0	0
167.997	-10.3	195.5	171.37	1.61E+02	3.13E-03	0	0
168.180	-10.3	195.5	172.01	1.60E+02	3.10E-03	0	0
168.365	-10.3	195.5	172.11	1.59E+02	3.09E-03	0	0
168.552	-10.3	195.5	171.91	1.59E+02	3.08E-03	0	0
168.740	-10.3	195.5	172.07	1.58E+02	3.06E-03	0	0
168.930	-10.3	195.5	171.66	1.57E+02	3.06E-03	0	0
169.122	-10.3	195.5	171.42	1.56E+02	3.05E-03	0	0
169.382	-10.3	195.5	172.11	1.56E+02	3.02E-03	0	0
169.578	-10.3	195.5	172.19	1.55E+02	3.00E-03	0	0
169.775	-10.3	195.5	172.01	1.54E+02	2.99E-03	0	0
169.975	-10.3	195.5	171.73	1.53E+02	2.98E-03	0	0
170.176	-10.3	195.5	171.74	1.53E+02	2.97E-03	0	0
170.379	-10.3	195.5	171.9	1.52E+02	2.95E-03	0	0
170.585	-10.3	195.5	171.82	1.51E+02	2.94E-03	0	0
170.792	-10.3	195.5	171.88	1.51E+02	2.92E-03	0	0
171.001	-10.3	195.5	171.98	1.50E+02	2.91E-03	0	0
171.212	-10.3	195.5	172.21	1.49E+02	2.89E-03	0	0
171.425	-10.3	195.5	172.55	1.48E+02	2.87E-03	0	0
171.641	-10.3	195.5	172.7	1.48E+02	2.85E-03	0	0
171.858	-10.3	195.5	172.9	1.47E+02	2.84E-03	0	0
172.077	-10.3	195.5	172.78	1.46E+02	2.82E-03	0	0
172.299	-10.3	195.5	173	1.45E+02	2.81E-03	0	0
172.523	-10.3	195.5	173.22	1.45E+02	2.79E-03	0	0
172.749	-10.3	195.5	173.59	1.44E+02	2.77E-03	0	0
172.977	-10.3	195.5	173.55	1.43E+02	2.75E-03	0	0
173.208	-10.3	195.5	173.49	1.42E+02	2.74E-03	0	0
173.441	-10.3	195.5	173.47	1.42E+02	2.73E-03	0	0
173.676	-10.3	195.5	173.66	1.41E+02	2.71E-03	0	0
173.913	-10.3	195.5	173.91	1.40E+02	2.69E-03	0	0
174.154	-10.3	195.5	174.6	1.39E+02	2.66E-03	0	0
174.396	-10.3	195.5	175.04	1.39E+02	2.64E-03	0	0
174.641	-10.3	195.5	174.88	1.38E+02	2.63E-03	0	0
174.889	-10.3	195.5	175.05	1.37E+02	2.61E-03	0	0
175.139	-10.3	195.5	175.15	1.36E+02	2.60E-03	0	0
175.391	-10.3	195.5	175.34	1.35E+02	2.58E-03	0	0
175.646	-10.3	195.5	175.64	1.35E+02	2.56E-03	0	0
175.904	-10.3	195.5	175.41	1.34E+02	2.55E-03	0	0
176.165	-10.3	195.5	175.11	1.33E+02	2.54E-03	0	0
176.428	-10.3	195.5	174.76	1.32E+02	2.53E-03	0	0
176.694	-10.3	195.5	174.49	1.31E+02	2.52E-03	0	0
176.963	-10.3	195.5	174.44	1.31E+02	2.50E-03	0	0
177.235	-10.3	195.5	174.49	1.30E+02	2.48E-03	0	0
177.510	-10.3	195.5	174.75	1.29E+02	2.47E-03	0	0
177.788	-10.3	195.5	174.95	1.28E+02	2.45E-03	0	0
178.069	-10.3	195.5	175.16	1.27E+02	2.43E-03	0	0
178.353	-10.3	195.5	175.42	1.27E+02	2.41E-03	0	0
178.640	-10.3	195.5	175.41	1.26E+02	2.39E-03	0	0
178.930	-10.3	195.5	175.34	1.25E+02	2.38E-03	0	0
179.223	-10.3	195.5	175.37	1.24E+02	2.36E-03	0	0
179.520	-10.3	195.5	175.55	1.23E+02	2.34E-03	0	0
179.820	-10.3	195.5	175.43	1.22E+02	2.33E-03	0	0
180.124	-10.3	195.5	175.64	1.22E+02	2.31E-03	0	0
180.430	-10.3	195.5	175.62	1.21E+02	2.30E-03	0	0
180.741	-10.3	195.5	175.59	1.20E+02	2.28E-03	0	0
181.055	-10.3	195.5	175.97	1.19E+02	2.26E-03	0	0
181.372	-10.3	195.5	176.41	1.18E+02	2.24E-03	0	0
181.693	-10.3	195.5	176.69	1.17E+02	2.22E-03	0	0
182.018	-10.3	195.5	176.77	1.17E+02	2.20E-03	0	0
182.346	-10.3	195.5	176.78	1.16E+02	2.18E-03	0	0
182.663	-10.3	195.5	176.79	1.15E+02	2.17E-03	0	0
182.999	-10.3	195.5	177.27	1.14E+02	2.15E-03	0	0
183.339	-10.3	195.5	177.73	1.13E+02	2.13E-03	0	0
183.683	-10.3	195.5	177.88	1.12E+02	2.11E-03	0	0
184.031	-10.3	195.5	178.05	1.11E+02	2.09E-03	0	0
184.383	-10.3	195.5	178.04	1.11E+02	2.07E-03	0	0
184.739	-10.3	195.5	178.53	1.10E+02	2.05E-03	0	0
185.099	-10.3	195.5	179.26	1.09E+02	2.03E-03	0	0
185.464	-10.3	195.5	179.91	1.08E+02	2.00E-03	0	0
185.833	-10.3	195.5	179.84	1.07E+02	1.99E-03	0	0
186.206	-10.3	195.5	179.82	1.06E+02	1.97E-03	0	0
186.584	-10.3	195.5	179.57	1.05E+02	1.96E-03	0	0
186.966	-10.3	195.5	179.57	1.04E+02	1.94E-03	0	0
187.353	-10.3	195.5	179.19	1.04E+02	1.93E-03	0	0
187.745	-10.3	195.5	179.39	1.03E+02	1.91E-03	0	0
188.141	-10.3	195.5	179.36	1.02E+02	1.89E-03	0	0
188.543	-10.3	195.5	179.23	1.01E+02	1.88E-03	0	0
188.949	-10.3	195.5	179.01	9.99E+01	1.86E-03	0	0
189.360	-10.3	195.5	178.99	9.90E+01	1.85E-03	0	0
189.776	-10.3	195.5	178.98	9.81E+01	1.83E-03	0	0
190.198	-10.3	195.5	179.35	9.72E+01	1.81E-03	0	0
190.624	-10.3	195.5	179.3	9.63E+01	1.79E-03	0	0
191.056	-10.3	195.5	179.06	9.54E+01	1.78E-03	0	0
191.494	-10.3	195.5	178.88	9.45E+01	1.76E-03	0	0
191.937	-10.3	195.5	179.05	9.35E+01	1.74E-03	0	0
192.385	-10.3	195.5	179.36	9.26E+01	1.72E-03	0	0
192.839	-10.3	195.5	179.23	9.17E+01	1.71E-03	0	0
193.299	-10.3	195.5	179.25	9.08E+01	1.69E-03	0	0
193.765	-10.3	195.5	179.07	8.99E+01	1.68E-03	0	0
194.237	-10.3	195.5	178.87	8.89E+01	1.66E-03	0	0
194.715	-10.3	195.5	178.58	8.80E+01	1.65E-03	0	0
195.199	-10.3	195.5	178.71	8.71E+01	1.63E-03	0	0
195.689	-10.3	195.5	178.83	8.61E+01	1.61E-03	0	0
196.185	-10.3	195.5	178.99	8.52E+01	1.59E-03	0	0
196.688	-10.3	195.5	179.19	8.43E+01	1.57E-03	0	0
197.198	-10.3	195.5	179.1	8.33E+01	1.55E-03	0	0
197.714	-10.3	195.5	179.08	8.24E+01	1.54E-03	0	0
198.236	-10.3	195.5	179.43	8.14E+01	1.52E-03	0	0
198.766	-10.3	195.5	179.53	8.05E+01	1.50E-03	0	0
199.302	-10.3	195.5	179.9	7.96E+01	1.48E-03	0	0
199.846	-10.3	195.5	179.71	7.86E+01	1.46E-03	0	0
200.396	-10.3	195.5	179.6	7.77E+01	1.44E-03	0	0
200.953	-10.3	195.5	179.43	7.67E+01	1.43E-03	0	0
201.518	-10.3	195.5	179.34	7.58E+01	1.41E-03	0	0
202.090	-10.3	195.5	179.22	7.49E+01	1.39E-03	0	0
202.670	-10.3	195.5	178.98	7.39E+01	1.38E-03	0	0
203.258	-10.3	195.5	179.04	7.30E+01	1.36E-03	0	0
203.853	-10.3	195.5	179.59	7.20E+01	1.34E-03	0	0
204.455	-10.3	195.5	179.44	7.11E+01	1.32E-03	0	0
205.066	-10.3	195.5	179.42	7.01E+01	1.31E-03	0	0
205.685	-10.3	195.5	180.07	6.92E+01	1.28E-03	0	0
206.312	-10.3	195.5	180.1	6.83E+01	1.27E-03	0	0
206.917	-10.3	195.5	180	6.74E+01	1.25E-03	0	0
207.559	-10.3	195.5	179.95	6.64E+01	1.23E-03	0	0
208.211	-10.3	195.5	179.89	6.55E+01	1.22E-03	0	0
208.870	-10.3	195.5	179.8	6.46E+01	1.20E-03	0	0
209.538	-10.3	195.5	180.01	6.36E+01	1.18E-03	0	0
210.215	-10.3	195.5	180.11	6.27E+01	1.16E-03	0	0
210.901	-10.3	195.5	180.02	6.18E+01	1.15E-03	0	0
211.596	-10.3	195.5	180.11	6.09E+01	1.13E-03	0	0
212.299	-10.3	195.5	180.27	5.99E+01	1.11E-03	0	0
213.012	-10.3	195.5	180.78	5.90E+01	1.09E-03	0	0
213.733	-10.3	195.5	181.19	5.81E+01	1.07E-03	0	0
214.464	-10.3	195.5	181.34	5.72E+01	1.05E-03	0	0
215.204	-10.3	195.5	181.64	5.63E+01	1.04E-03	0	0
215.954	-10.3	195.5	182.2	5.54E+01	1.02E-03	0	0
216.712	-10.3	195.5	182.35	5.45E+01	9.98E-04	0	0
217.480	-10.3	195.5	183.08	5.36E+01	9.78E-04	0	0
218.258	-10.3	195.5	183.53	5.28E+01	9.60E-04	0	0
219.045	-10.3	195.5	183.81	5.19E+01	9.42E-04	0	0
219.842	-10.3	195.5	184.24	5.10E+01	9.25E-04	0	0
220.648	-10.3	195.5	184.54	5.02E+01	9.07E-04	0	0
221.465	-10.3	195.5	184.68	4.93E+01	8.91E-04	0	0
222.290	-10.3	195.5	184.32	4.85E+01	8.78E-04	0	0
223.126	-10.3	195.5	184.15	4.76E+01	8.63E-04	0	0
223.972	-10.3	195.5	184	4.68E+01	8.49E-04	0	0
224.827	-10.3	195.5	184.25	4.59E+01	8.32E-04	0	0
225.693	-10.3	195.5	184.52	4.51E+01	8.16E-04	0	0
226.568	-10.3	195.5	184.44	4.43E+01	8.02E-04	0	0
227.454	-10.3	195.5	184.49	4.35E+01	7.87E-04	0	0
228.350	-10.3	195.5	184.55	4.27E+01	7.72E-04	0	0
229.256	-10.3	195.5	184.45	4.19E+01	7.58E-04	0	0
230.172	-10.3	195.5	184.91	4.11E+01	7.42E-04	0	0
231.098	-10.3	195.5	184.87	4.03E+01	7.28E-04	0	0
232.035	-10.3	195.5	185.09	3.95E+01	7.13E-04	0	0
232.982	-10.3	195.5	185.43	3.87E+01	6.98E-04	0	0
233.939	-10.3	195.5	185.59	3.80E+01	6.83E-04	0	0
234.906	-10.3	195.5	185.6	3.72E+01	6.70E-04	0	0
235.884	-10.3	195.5	186.39	3.65E+01	6.53E-04	0	0
236.871	-10.3	195.5	186.84	3.57E+01	6.39E-04	0	0
237.869	-10.3	195.5	186.15	3.50E+01	6.28E-04	0	0
238.878	-10.3	195.5	185.99	3.43E+01	6.16E-04	0	0
239.896	-10.3	195.5	186.05	3.36E+01	6.03E-04	0	0
240.925	-10.3	195.5	185.66	3.29E+01	5.91E-04	0	0
241.964	-10.3	195.5	186.67	3.22E+01	5.76E-04	0	0
243.012	-10.3	195.5	187.42	3.15E+01	5.61E-04	0	0
244.072	-10.3	195.5	187.55	3.08E+01	5.49E-04	0	0
245.141	-10.3	195.5	187.92	3.02E+01	5.36E-04	0	0
246.220	-10.3	195.5	187.48	2.95E+01	5.25E-04	0	0
247.309	-10.3	195.5	187.19	2.89E+01	5.15E-04	0	0
248.408	-10.3	195.5	187.32	2.82E+01	5.03E-04	0	0
249.517	-10.3	195.5	186.7	2.76E+01	4.93E-04	0	0
250.636	-10.3	195.5	186.12	2.70E+01	4.84E-04	0	0
251.765	-10.3	195.5	186.2	2.63E+01	4.72E-04	0	0
252.850	-10.3	195.5	186.6	2.58E+01	4.61E-04	0	0
253.997	-10.3	195.5	186.17	2.52E+01	4.51E-04	0	0
255.155	-10.3	195.5	186.25	2.46E+01	4.41E-04	0	0
256.322	-10.3	195.5	186.14	2.40E+01	4.31E-04	0	0
257.499	-10.3	195.5	186.33	2.34E+01	4.20E-04	0	0
258.685	-10.3	195.5	186.39	2.29E+01	4.10E-04	0	0
259.880	-10.3	195.5	186.53	2.23E+01	4.00E-04	0	0
261.085	-10.3	195.5	187	2.18E+01	3.89E-04	0	0
262.299	-10.3	195.5	187.21	2.13E+01	3.79E-04	0	0
263.522	-10.3	195.5	187.45	2.07E+01	3.69E-04	0	0
264.754	-10.3	195.5	187.39	2.02E+01	3.61E-04	0	0
265.995	-10.3	195.5	187.14	1.97E+01	3.52E-04	0	0
267.245	-10.3	195.5	186.9	1.92E+01	3.44E-04	0	0
268.504	-10.3	195.5	186.71	1.88E+01	3.35E-04	0	0
269.771	-10.3	195.5	186.36	1.83E+01	3.28E-04	0	0
271.046	-10.3	195.5	186.13	1.78E+01	3.20E-04	0	0
272.331	-10.3	195.5	186.11	1.74E+01	3.12E-04	0	0
273.623	-10.3	195.5	186.14	1.69E+01	3.03E-04	0	0
274.924	-10.3	195.5	186.38	1.65E+01	2.95E-04	0	0
276.232	-10.3	195.5	186.35	1.61E+01	2.88E-04	0	0
277.549	-10.3	195.5	186.45	1.56E+01	2.80E-04	0	0
278.874	-10.3	195.5	186.52	1.52E+01	2.73E-04	0	0
280.206	-10.3	195.5	186.32	1.48E+01	2.66E-04	0	0
281.546	-10.3	195.5	186.32	1.44E+01	2.59E-04	0	0
282.894	-10.3	195.5	186.05	1.40E+01	2.52E-04	0	0
284.249	-10.3	195.5	186.01	1.37E+01	2.45E-04	0	0
285.611	-10.3	195.5	185.93	1.33E+01	2.39E-04	0	0
286.981	-10.3	195.5	185.92	1.29E+01	2.32E-04	0	0
288.357	-10.3	195.5	185.95	1.26E+01	2.26E-04	0	0
289.741	-10.3	195.5	185.9	1.22E+01	2.20E-04	0	0
291.131	-10.3	195.5	185.75	1.19E+01	2.14E-04	0	0
292.528	-10.3	195.5	185.91	1.16E+01	2.08E-04	0	0
293.932	-10.3	195.5	185.98	1.13E+01	2.02E-04	0	0
295.342	-10.3	195.5	185.77	1.10E+01	1.97E-04	0	0
296.759	-10.3	195.5	185.55	1.06E+01	1.92E-04	0	0
298.181	-10.3	195.5	184.87	1.03E+01	1.87E-04	0	0
299.610	-10.3	195.5	184.46	1.01E+01	1.82E-04	0	0
301.045	-10.3	195.5	184.94	9.77E+00	1.76E-04	0	0
302.486	-10.3	195.5	185.52	9.50E+00	1.71E-04	0	0
303.933	-10.3	195.5	185.47	9.23E+00	1.66E-04	0	0
305.385	-10.3	195.5	185.16	8.96E+00	1.62E-04	0	0
306.843	-10.3	195.5	184.27	8.71E+00	1.58E-04	0	0
308.307	-10.3	195.5	183.8	8.46E+00	1.54E-04	0	0
309.776	-10.3	195.5	183.87	8.21E+00	1.49E-04	0	0
311.250	-10.3	195.5	183.88	7.98E+00	1.45E-04	0	0
312.729	-10.3	195.5	183.94	7.75E+00	1.41E-04	0	0
314.213	-10.3	195.5	184.06	7.52E+00	1.36E-04	0	0
315.702	-10.3	195.5	184.29	7.30E+00	1.32E-04	0	0
317.196	-10.3	195.5	184.29	7.09E+00	1.28E-04	0	0
318.694	-10.3	195.5	184.13	6.88E+00	1.25E-04	0	0
320.198	-10.3	195.5	183.9	6.68E+00	1.21E-04	0	0
321.706	-10.3	195.5	183.27	6.48E+00	1.18E-04	0	0
323.147	-10.3	195.5	183.04	6.30E+00	1.15E-04	0	0
324.663	-10.3	195.5	183.23	6.11E+00	1.11E-04	0	0
326.183	-10.3	195.5	183.28	5.93E+00	1.08E-04	0	0
327.708	-10.3	195.5	183.6	5.76E+00	1.05E-04	0	0
329.237	-10.3	195.5	183.34	5.58E+00	1.02E-04	0	0
330.769	-10.3	195.5	182.83	5.42E+00	9.89E-05	0	0
332.306	-10.3	195.5	183.11	5.26E+00	9.58E-05	0	0
333.846	-10.3	195.5	182.93	5.10E+00	9.31E-05	0	0
335.389	-10.3	195.5	182.56	4.95E+00	9.05E-05	0	0
336.937	-10.3	195.5	181.79	4.80E+00	8.81E-05	0	0
338.488	-10.3	195.5	182.22	4.65E+00	8.52E-05	0	0
340.042	-10.3	195.5	182.05	4.51E+00	8.27E-05	0	0
341.600	-10.3	195.5	182.16	4.38E+00	8.02E-05	0	0
343.160	-10.3	195.5	182.53	4.24E+00	7.76E-05	0	0
344.724	-10.3	195.5	182.72	4.11E+00	7.52E-05	0	0
346.292	-10.3	195.5	182.34	3.99E+00	7.31E-05	0	0
347.862	-10.3	195.5	182.01	3.87E+00	7.10E-05	0	0
349.435	-10.3	195.5	181.72	3.75E+00	6.89E-05	0	0
351.011	-10.3	195.5	181.61	3.64E+00	6.69E-05	0	0
352.590	-10.3	195.5	180.81	3.53E+00	6.51E-05	0	0
354.171	-10.3	195.5	180.35	3.42E+00	6.33E-05	0	0
355.755	-10.3	195.5	180.76	3.31E+00	6.12E-05	0	0
357.342	-10.3	195.5	182.13	3.21E+00	5.89E-05	0	0
358.931	-10.3	195.5	179.98	3.11E+00	5.77E-05	0	0
360.523	-10.3	195.5	178.93	3.02E+00	5.63E-05	0	0
362.118	-10.3	195.5	178.27	2.92E+00	5.47E-05	0	0
363.714	-10.3	195.5	178.5	2.83E+00	5.30E-05	0	0
365.313	-10.3	195.5	180.4	2.74E+00	5.08E-05	0	0
366.914	-10.3	195.5	180.41	2.66E+00	4.92E-05	0	0
368.518	-10.3	195.5	179.29	2.58E+00	4.80E-05	0	0
370.124	-10.3	195.5	178.86	2.50E+00	4.66E-05	0	0
371.731	-10.3	195.5	178.53	2.42E+00	4.52E-05	0	0
373.341	-10.3	195.5	178.6	2.34E+00	4.38E-05	0	0
374.953	-10.3	195.5	176.85	2.27E+00	4.29E-05	0	0
376.566	-10.3	195.5	176.16	2.20E+00	4.17E-05	0	0
378.182	-10.3	195.5	175.16	2.13E+00	4.06E-05	0	0
379.799	-10.3	195.5	175.07	2.06E+00	3.93E-05	0	0
381.419	-10.3	195.5	174.95	2.00E+00	3.81E-05	0	0
383.040	-10.3	195.5	175.12	1.93E+00	3.68E-05	0	0
384.663	-10.3	195.5	174.86	1.87E+00	3.57E-05	0	0
386.287	-10.3	195.5	174.58	1.81E+00	3.46E-05	0	0
387.913	-10.3	195.5	173.62	1.75E+00	3.37E-05	0	0
389.541	-10.3	195.5	172.49	1.70E+00	3.28E-05	0	0
391.170	-10.3	195.5	171.1	1.64E+00	3.20E-05	0	0
392.801	-10.3	195.5	170.75	1.59E+00	3.11E-05	0	0
394.434	-10.3	195.5	169.9	1.54E+00	3.02E-05	0	0
396.068	-10.3	195.5	168.99	1.49E+00	2.94E-05	0	0
397.703	-10.3	195.5	168.88	1.44E+00	2.84E-05	0	0
399.340	-10.3	195.5	170.4	1.39E+00	2.72E-05	0	0
400.978	-10.3	195.5	170.35	1.34E+00	2.64E-05	0	0
402.617	-10.3	195.5	171.08	1.30E+00	2.54E-05	0	0
404.258	-10.3	195.5	172.18	1.26E+00	2.44E-05	0	0
405.823	-10.3	195.5	171.07	1.22E+00	2.38E-05	0	0
407.466	-10.3	195.5	169.78	1.18E+00	2.32E-05	0	0
409.110	-10.3	195.5	168.75	1.14E+00	2.26E-05	0	0
410.756	-10.3	195.5	168.5	1.10E+00	2.19E-05	0	0
412.402	-10.3	195.5	167.95	1.07E+00	2.12E-05	0	0
414.050	-10.3	195.5	166.61	1.03E+00	2.07E-05	0	0
415.699	-10.3	195.5	165.92	9.98E-01	2.01E-05	0	0
417.349	-10.3	195.5	167.94	9.64E-01	1.92E-05	0	0
419.000	-10.3	195.5	167.46	9.33E-01	1.86E-05	0	0
420.652	-10.3	195.5	166.89	9.02E-01	1.80E-05	0	0
422.305	-10.3	195.5	166.29	8.72E-01	1.75E-05	0	0
423.959	-10.3	195.5	168.77	8.43E-01	1.67E-05	0	0
425.614	-10.3	195.5	169.52	8.15E-01	1.61E-05	0	0
427.270	-10.3	195.5	169.44	7.89E-01	1.55E-05	0	0
428.926	-10.3	195.5	168.86	7.63E-01	1.51E-05	0	0
430.584	-10.3	195.5	167.65	7.38E-01	1.47E-05	0	0
432.242	-10.3	195.5	166.74	7.14E-01	1.43E-05	0	0
433.902	-10.3	195.5	165.76	6.90E-01	1.39E-05	0	0
435.562	-10.3	195.5	165.34	6.67E-01	1.35E-05	0	0
437.223	-10.3	195.5	163.93	6.45E-01	1.31E-05	0	0
438.884	-10.3	195.5	162.18	6.23E-01	1.28E-05	0	0
440.547	-10.3	195.5	161.26	6.02E-01	1.25E-05	0	0
442.210	-10.3	195.5	160.16	5.82E-01	1.21E-05	0	0
443.874	-10.3	195.5	160.89	5.62E-01	1.17E-05	0	0
445.539	-10.3	195.5	159.37	5.42E-01	1.14E-05	0	0
447.204	-10.3	195.5	160.19	5.24E-01	1.09E-05	0	0
448.870	-10.3	195.5	160.83	5.06E-01	1.05E-05	0	0
450.537	-10.3	195.5	162.35	4.89E-01	1.00E-05	0	0
452.204	-10.3	195.5	163.37	4.72E-01	9.65E-06	0	0
453.873	-10.3	195.5	162.86	4.56E-01	9.36E-06	0	0
455.541	-10.3	195.5	161.28	4.41E-01	9.13E-06	0	0
457.211	-10.3	195.5	159.61	4.26E-01	8.91E-06	0	0
458.881	-10.3	195.5	158.98	4.11E-01	8.64E-06	0	0
460.551	-10.3	195.5	158.84	3.97E-01	8.35E-06	0	0
462.223	-10.3	195.5	158.91	3.84E-01	8.06E-06	0	0
463.894	-10.3	195.5	159.09	3.71E-01	7.78E-06	0	0
465.567	-10.3	195.5	158.14	3.58E-01	7.56E-06	0	0
467.240	-10.3	195.5	158.04	3.46E-01	7.30E-06	0	0
468.913	-10.3	195.5	159.55	3.34E-01	6.98E-06	0	0
470.587	-10.3	195.5	158.91	3.22E-01	6.77E-06	0	0
472.261	-10.3	195.5	157.91	3.11E-01	6.58E-06	0	0
473.936	-10.3	195.5	156.85	3.01E-01	6.40E-06	0	0
475.612	-10.3	195.5	155.85	2.90E-01	6.22E-06	0	0
477.288	-10.3	195.5	156.3	2.80E-01	5.99E-06	0	0
478.964	-10.3	195.5	156.2	2.70E-01	5.78E-06	0	0
480.641	-10.3	195.5	155.33	2.61E-01	5.61E-06	0	0
482.319	-10.3	195.5	154.26	2.52E-01	5.46E-06	0	0
483.997	-10.3	195.5	153.98	2.43E-01	5.27E-06	0	0
485.675	-10.3	195.5	153.34	2.35E-01	5.11E-06	0	0
487.354	-10.3	195.5	153.28	2.26E-01	4.93E-06	0	0
489.033	-10.3	195.5	152.67	2.19E-01	4.78E-06	0	0
490.713	-10.3	195.5	154.05	2.11E-01	4.57E-06	0	0
492.314	-10.3	195.5	153.82	2.04E-01	4.42E-06	0	0
493.995	-10.3	195.5	152.02	1.97E-01	4.32E-06	0	0
495.676	-10.3	195.5	154.29	1.90E-01	4.11E-06	0	0
497.357	-10.3	195.5	156.6	1.83E-01	3.90E-06	0	0
499.039	-10.3	195.5	156.13	1.77E-01	3.78E-06	0	0
500.721	-10.3	195.5	154.93	1.71E-01	3.68E-06	0	0
502.403	-10.3	195.5	156.87	1.65E-01	3.51E-06	0	0
504.086	-10.3	195.5	163.21	1.59E-01	3.26E-06	0	0
505.769	-10.3	195.5	168.11	1.54E-01	3.06E-06	0	0
507.453	-10.3	195.5	168.51	1.49E-01	2.96E-06	0	0
509.137	-10.3	195.5	168.34	1.45E-01	2.87E-06	0	0
510.821	-10.3	195.5	167.42	1.40E-01	2.79E-06	0	0
512.506	-10.3	195.5	166.56	1.35E-01	2.72E-06	0	0
514.191	-10.3	195.5	167.29	1.31E-01	2.62E-06	0	0
515.876	-10.3	195.5	172.26	1.27E-01	2.46E-06	0	0
517.562	-10.3	195.5	173.59	1.23E-01	2.37E-06	0	0
519.248	-10.3	195.5	174.86	1.19E-01	2.28E-06	0	0
520.934	-10.3	195.5	174.26	1.16E-01	2.22E-06	0	0
522.621	-10.3	195.5	173.79	1.12E-01	2.16E-06	0	0
524.308	-10.3	195.5	173.66	1.09E-01	2.09E-06	0	0
525.995	-10.3	195.5	173.27	1.05E-01	2.03E-06	0	0
527.682	-10.3	195.5	173.69	1.02E-01	1.97E-06	0	0
529.370	-10.3	195.5	173.61	9.92E-02	1.91E-06	0	0
531.058	-10.3	195.5	173.87	9.62E-02	1.85E-06	0	0
532.747	-10.3	195.5	175.68	9.33E-02	1.77E-06	0	0
534.436	-10.3	195.5	177	9.05E-02	1.71E-06	0	0
536.125	-10.3	195.5	176.44	8.78E-02	1.66E-06	0	0
537.814	-10.3	195.5	175.6	8.52E-02	1.62E-06	0	0
539.504	-10.3	195.5	175.31	8.26E-02	1.57E-06	0	0
541.194	-10.3	195.5	175.13	8.02E-02	1.53E-06	0	0
542.884	-10.3	195.5	174.74	7.78E-02	1.49E-06	0	0
544.575	-10.3	195.5	175.67	7.54E-02	1.43E-06	0	0
546.265	-10.3	195.5	176.44	7.32E-02	1.39E-06	0	0
547.956	-10.3	195.5	176.03	7.10E-02	1.35E-06	0	0
549.648	-10.3	195.5	175.97	6.89E-02	1.31E-06	0	0
551.339	-10.3	195.5	175.29	6.69E-02	1.27E-06	0	0
553.031	-10.3	195.5	175.26	6.49E-02	1.24E-06	0	0
554.724	-10.3	195.5	175.1	6.30E-02	1.20E-06	0	0
556.416	-10.3	195.5	175.04	6.11E-02	1.17E-06	0	0
558.109	-10.3	195.5	174.33	5.93E-02	1.14E-06	0	0
559.802	-10.3	195.5	172.97	5.75E-02	1.11E-06	0	0
561.495	-10.3	195.5	171.99	5.58E-02	1.08E-06	0	0
563.188	-10.3	195.5	171.15	5.41E-02	1.06E-06	0	0
564.882	-10.3	195.5	170.82	5.25E-02	1.03E-06	0	0
566.576	-10.3	195.5	170.39	5.09E-02	9.98E-07	0	0
568.270	-10.3	195.5	171.38	4.94E-02	9.62E-07	0	0
569.965	-10.3	195.5	171.26	4.79E-02	9.34E-07	0	0
571.660	-10.3	195.5	171.92	4.64E-02	9.02E-07	0	0
573.355	-10.3	195.5	171.24	4.51E-02	8.78E-07	0	0
575.050	-10.3	195.5	170.1	4.37E-02	8.58E-07	0	0
576.745	-10.3	195.5	169.32	4.24E-02	8.36E-07	0	0
578.441	-10.3	195.5	169.75	4.11E-02	8.08E-07	0	0
580.058	-10.3	195.5	169.97	3.99E-02	7.84E-07	0	0
581.754	-10.3	195.5	169.65	3.87E-02	7.62E-07	0	0
583.451	-10.3	195.5	168.8	3.75E-02	7.43E-07	0	0
585.147	-10.3	195.5	168.04	3.64E-02	7.23E-07	0	0
586.844	-10.3	195.5	170.27	3.53E-02	6.92E-07	0	0
588.541	-10.3	195.5	170.79	3.42E-02	6.69E-07	0	0
590.239	-10.3	195.5	172.38	3.32E-02	6.43E-07	0	0
591.937	-10.3	195.5	175.26	3.22E-02	6.14E-07	0	0
593.634	-10.3	195.5	176.65	3.13E-02	5.92E-07	0	0
595.333	-10.3	195.5	178.2	3.04E-02	5.70E-07	0	0
597.031	-10.3	195.5	178.22	2.95E-02	5.53E-07	0	0
