Hgt_km	Lat	LonW	Temp_K	 Pres_Pa	Dens_kgm3	Uwind	Vwind
36.645	-10.3	195.5	70.8	1.80E+04	8.54E-01	14.48	0
36.696	-10.3	195.5	70.82	1.79E+04	8.52E-01	14.4	0
36.748	-10.3	195.5	70.83	1.78E+04	8.49E-01	13.98	0
36.861	-10.3	195.5	70.8	1.77E+04	8.43E-01	15.06	0
36.913	-10.3	195.5	70.78	1.77E+04	8.41E-01	14.9	0
36.966	-10.3	195.5	70.79	1.76E+04	8.38E-01	14.82	0
37.018	-10.3	195.5	70.75	1.76E+04	8.35E-01	15.26	0
37.071	-10.3	195.5	70.73	1.75E+04	8.32E-01	15.09	0
37.123	-10.3	195.5	70.72	1.74E+04	8.30E-01	15.03	0
37.176	-10.3	195.5	70.72	1.74E+04	8.27E-01	15.08	0
37.229	-10.3	195.5	70.73	1.73E+04	8.24E-01	14.92	0
37.282	-10.3	195.5	70.72	1.73E+04	8.21E-01	14.96	0
37.335	-10.3	195.5	70.71	1.72E+04	8.19E-01	15.02	0
37.388	-10.3	195.5	70.72	1.71E+04	8.16E-01	15.09	0
37.441	-10.3	195.5	70.72	1.71E+04	8.14E-01	15.15	0
37.494	-10.3	195.5	70.7	1.70E+04	8.11E-01	15.21	0
37.547	-10.3	195.5	70.69	1.70E+04	8.09E-01	15.28	0
37.600	-10.3	195.5	70.66	1.69E+04	8.06E-01	15.34	0
37.654	-10.3	195.5	70.62	1.69E+04	8.04E-01	15.4	0
37.707	-10.3	195.5	70.58	1.68E+04	8.01E-01	15.47	0
37.761	-10.3	195.5	70.57	1.67E+04	7.97E-01	15.53	0
37.815	-10.3	195.5	70.57	1.67E+04	7.94E-01	15.6	0
37.869	-10.3	195.5	70.61	1.66E+04	7.92E-01	15.66	0
37.923	-10.3	195.5	70.66	1.66E+04	7.89E-01	15.73	0
37.977	-10.3	195.5	70.67	1.65E+04	7.87E-01	15.79	0
38.031	-10.3	195.5	70.65	1.65E+04	7.84E-01	15.85	0
38.085	-10.3	195.5	70.63	1.64E+04	7.82E-01	15.92	0
38.140	-10.3	195.5	70.63	1.63E+04	7.79E-01	15.98	0
38.194	-10.3	195.5	70.6	1.63E+04	7.77E-01	15.99	0
38.249	-10.3	195.5	70.56	1.62E+04	7.74E-01	15.92	0
38.366	-10.3	195.5	70.54	1.61E+04	7.68E-01	16.55	0
38.421	-10.3	195.5	70.56	1.61E+04	7.65E-01	16.56	0
38.476	-10.3	195.5	70.57	1.60E+04	7.63E-01	16.12	0
38.531	-10.3	195.5	70.56	1.60E+04	7.60E-01	15.96	0
38.586	-10.3	195.5	70.55	1.59E+04	7.57E-01	15.91	0
38.641	-10.3	195.5	70.56	1.58E+04	7.55E-01	16.05	0
38.696	-10.3	195.5	70.55	1.58E+04	7.52E-01	16.16	0
38.751	-10.3	195.5	70.53	1.57E+04	7.50E-01	16.25	0
38.807	-10.3	195.5	70.51	1.57E+04	7.47E-01	16.18	0
38.862	-10.3	195.5	70.53	1.56E+04	7.44E-01	16.06	0
38.917	-10.3	195.5	70.54	1.56E+04	7.41E-01	16.44	0
38.972	-10.3	195.5	70.55	1.55E+04	7.38E-01	16.48	0
39.027	-10.3	195.5	70.58	1.55E+04	7.36E-01	16.63	0
39.083	-10.3	195.5	70.63	1.54E+04	7.33E-01	16.77	0
39.138	-10.3	195.5	70.61	1.53E+04	7.31E-01	17.19	0
39.194	-10.3	195.5	70.58	1.53E+04	7.28E-01	17.36	0
39.249	-10.3	195.5	70.59	1.52E+04	7.26E-01	17.67	0
39.305	-10.3	195.5	70.6	1.52E+04	7.23E-01	17.3	0
39.431	-10.3	195.5	70.62	1.51E+04	7.17E-01	17.53	0
39.487	-10.3	195.5	70.64	1.50E+04	7.14E-01	17.58	0
39.544	-10.3	195.5	70.65	1.50E+04	7.12E-01	17.6	0
39.600	-10.3	195.5	70.63	1.49E+04	7.10E-01	17.63	0
39.657	-10.3	195.5	70.63	1.49E+04	7.08E-01	17.65	0
39.714	-10.3	195.5	70.57	1.48E+04	7.05E-01	17.68	0
39.771	-10.3	195.5	70.54	1.47E+04	7.03E-01	17.7	0
39.828	-10.3	195.5	70.51	1.47E+04	7.00E-01	17.73	0
39.885	-10.3	195.5	70.52	1.46E+04	6.98E-01	17.75	0
39.942	-10.3	195.5	70.5	1.46E+04	6.95E-01	17.78	0
40.000	-10.3	195.5	70.5	1.45E+04	6.93E-01	17.81	0
40.057	-10.3	195.5	70.51	1.45E+04	6.90E-01	17.83	0
40.115	-10.3	195.5	70.51	1.44E+04	6.88E-01	17.86	0
40.173	-10.3	195.5	70.51	1.44E+04	6.85E-01	17.88	0
40.231	-10.3	195.5	70.49	1.43E+04	6.83E-01	17.91	0
40.289	-10.3	195.5	70.5	1.43E+04	6.80E-01	17.93	0
40.347	-10.3	195.5	70.49	1.42E+04	6.78E-01	17.96	0
40.405	-10.3	195.5	70.47	1.42E+04	6.75E-01	17.99	0
40.463	-10.3	195.5	70.48	1.41E+04	6.73E-01	18.01	0
40.522	-10.3	195.5	70.49	1.41E+04	6.70E-01	17.97	0
40.580	-10.3	195.5	70.48	1.40E+04	6.68E-01	17.94	0
40.639	-10.3	195.5	70.44	1.40E+04	6.66E-01	18.19	0
40.698	-10.3	195.5	70.43	1.39E+04	6.64E-01	18.03	0
40.756	-10.3	195.5	70.42	1.39E+04	6.61E-01	17.76	0
40.815	-10.3	195.5	70.39	1.38E+04	6.59E-01	17.89	0
40.874	-10.3	195.5	70.39	1.38E+04	6.56E-01	17.9	0
40.934	-10.3	195.5	70.39	1.37E+04	6.54E-01	18.08	0
41.061	-10.3	195.5	70.37	1.36E+04	6.48E-01	18.95	0
41.120	-10.3	195.5	70.37	1.35E+04	6.46E-01	19.03	0
41.180	-10.3	195.5	70.4	1.35E+04	6.43E-01	18.79	0
41.240	-10.3	195.5	70.41	1.34E+04	6.41E-01	18.93	0
41.300	-10.3	195.5	70.44	1.34E+04	6.38E-01	19.14	0
41.360	-10.3	195.5	70.45	1.33E+04	6.36E-01	19.22	0
41.420	-10.3	195.5	70.46	1.33E+04	6.33E-01	19.45	0
41.480	-10.3	195.5	70.46	1.32E+04	6.31E-01	19.35	0
41.540	-10.3	195.5	70.43	1.32E+04	6.28E-01	19.21	0
41.600	-10.3	195.5	70.43	1.31E+04	6.26E-01	19.33	0
41.660	-10.3	195.5	70.43	1.31E+04	6.24E-01	19.37	0
41.721	-10.3	195.5	70.46	1.30E+04	6.21E-01	19.11	0
41.781	-10.3	195.5	70.43	1.30E+04	6.19E-01	19.32	0
41.841	-10.3	195.5	70.41	1.29E+04	6.17E-01	19.42	0
41.902	-10.3	195.5	70.43	1.29E+04	6.15E-01	19.48	0
41.962	-10.3	195.5	70.41	1.28E+04	6.12E-01	19.54	0
42.023	-10.3	195.5	70.39	1.28E+04	6.10E-01	19.6	0
42.084	-10.3	195.5	70.4	1.27E+04	6.07E-01	19.66	0
42.221	-10.3	195.5	70.41	1.26E+04	6.02E-01	19.79	0
42.282	-10.3	195.5	70.42	1.26E+04	6.00E-01	19.85	0
42.344	-10.3	195.5	70.41	1.25E+04	5.98E-01	19.91	0
42.406	-10.3	195.5	70.39	1.25E+04	5.95E-01	19.98	0
42.468	-10.3	195.5	70.38	1.24E+04	5.93E-01	20.04	0
42.530	-10.3	195.5	70.36	1.24E+04	5.90E-01	20.1	0
42.593	-10.3	195.5	70.35	1.23E+04	5.88E-01	20.16	0
42.655	-10.3	195.5	70.38	1.23E+04	5.86E-01	20.22	0
42.718	-10.3	195.5	70.4	1.22E+04	5.84E-01	20.28	0
42.781	-10.3	195.5	70.4	1.22E+04	5.81E-01	20.35	0
42.844	-10.3	195.5	70.4	1.21E+04	5.79E-01	20.41	0
42.907	-10.3	195.5	70.38	1.21E+04	5.77E-01	20.48	0
42.970	-10.3	195.5	70.36	1.20E+04	5.74E-01	20.74	0
43.034	-10.3	195.5	70.36	1.20E+04	5.72E-01	20.56	0
43.097	-10.3	195.5	70.38	1.20E+04	5.69E-01	20.61	0
43.161	-10.3	195.5	70.41	1.19E+04	5.67E-01	20.75	0
43.225	-10.3	195.5	70.4	1.19E+04	5.65E-01	20.78	0
43.288	-10.3	195.5	70.42	1.18E+04	5.62E-01	20.94	0
43.352	-10.3	195.5	70.42	1.18E+04	5.60E-01	20.92	0
43.416	-10.3	195.5	70.41	1.17E+04	5.58E-01	21.33	0
43.480	-10.3	195.5	70.45	1.17E+04	5.55E-01	21.45	0
43.545	-10.3	195.5	70.44	1.16E+04	5.53E-01	21.22	0
43.609	-10.3	195.5	70.47	1.16E+04	5.51E-01	21.24	0
43.674	-10.3	195.5	70.47	1.15E+04	5.49E-01	21.15	0
43.738	-10.3	195.5	70.45	1.15E+04	5.47E-01	21.37	0
43.803	-10.3	195.5	70.44	1.14E+04	5.44E-01	21.34	0
43.868	-10.3	195.5	70.43	1.14E+04	5.42E-01	21.49	0
44.006	-10.3	195.5	70.42	1.13E+04	5.37E-01	21.85	0
44.071	-10.3	195.5	70.41	1.12E+04	5.35E-01	22.31	0
44.137	-10.3	195.5	70.45	1.12E+04	5.32E-01	22.66	0
44.202	-10.3	195.5	70.47	1.12E+04	5.30E-01	22.32	0
44.268	-10.3	195.5	70.49	1.11E+04	5.28E-01	22.06	0
44.334	-10.3	195.5	70.5	1.11E+04	5.26E-01	22.5	0
44.400	-10.3	195.5	70.47	1.10E+04	5.24E-01	22.58	0
44.466	-10.3	195.5	70.47	1.10E+04	5.22E-01	22.66	0
44.532	-10.3	195.5	70.45	1.09E+04	5.20E-01	22.74	0
44.599	-10.3	195.5	70.42	1.09E+04	5.18E-01	22.83	0
44.665	-10.3	195.5	70.39	1.08E+04	5.16E-01	22.91	0
44.732	-10.3	195.5	70.39	1.08E+04	5.14E-01	22.99	0
44.799	-10.3	195.5	70.38	1.07E+04	5.12E-01	23.08	0
44.866	-10.3	195.5	70.37	1.07E+04	5.09E-01	23.16	0
44.933	-10.3	195.5	70.36	1.06E+04	5.07E-01	23.25	0
45.000	-10.3	195.5	70.35	1.06E+04	5.05E-01	23.33	0
45.067	-10.3	195.5	70.39	1.06E+04	5.03E-01	23.41	0
45.135	-10.3	195.5	70.42	1.05E+04	5.00E-01	23.5	0
45.280	-10.3	195.5	70.42	1.04E+04	4.96E-01	23.68	0
45.348	-10.3	195.5	70.41	1.04E+04	4.94E-01	23.76	0
45.417	-10.3	195.5	70.39	1.03E+04	4.92E-01	23.85	0
45.485	-10.3	195.5	70.38	1.03E+04	4.90E-01	23.94	0
45.554	-10.3	195.5	70.37	1.02E+04	4.88E-01	24	0
45.623	-10.3	195.5	70.36	1.02E+04	4.85E-01	23.87	0
45.692	-10.3	195.5	70.36	1.02E+04	4.83E-01	23.97	0
45.761	-10.3	195.5	70.42	1.01E+04	4.81E-01	24.06	0
45.830	-10.3	195.5	70.44	1.01E+04	4.79E-01	24.12	0
45.899	-10.3	195.5	70.46	1.00E+04	4.76E-01	24.21	0
45.968	-10.3	195.5	70.46	9.98E+03	4.75E-01	24.36	0
46.038	-10.3	195.5	70.44	9.93E+03	4.72E-01	24.58	0
46.107	-10.3	195.5	70.45	9.89E+03	4.71E-01	24.57	0
46.176	-10.3	195.5	70.45	9.85E+03	4.69E-01	24.45	0
46.246	-10.3	195.5	70.43	9.81E+03	4.67E-01	24.44	0
46.316	-10.3	195.5	70.39	9.76E+03	4.65E-01	24.3	0
46.386	-10.3	195.5	70.37	9.72E+03	4.63E-01	24.53	0
46.456	-10.3	195.5	70.38	9.68E+03	4.60E-01	24.56	0
46.527	-10.3	195.5	70.37	9.64E+03	4.58E-01	24.73	0
46.598	-10.3	195.5	70.4	9.59E+03	4.56E-01	24.42	0
46.669	-10.3	195.5	70.44	9.55E+03	4.54E-01	24.59	0
46.740	-10.3	195.5	70.41	9.51E+03	4.52E-01	24.75	0
46.811	-10.3	195.5	70.38	9.46E+03	4.50E-01	24.96	0
46.883	-10.3	195.5	70.38	9.42E+03	4.49E-01	25.15	0
46.955	-10.3	195.5	70.36	9.38E+03	4.46E-01	24.95	0
47.026	-10.3	195.5	70.33	9.34E+03	4.44E-01	24.95	0
47.098	-10.3	195.5	70.34	9.29E+03	4.42E-01	25.01	0
47.251	-10.3	195.5	70.48	9.20E+03	4.37E-01	25.19	0
47.324	-10.3	195.5	70.54	9.16E+03	4.35E-01	25.27	0
47.396	-10.3	195.5	70.55	9.12E+03	4.33E-01	25.35	0
47.469	-10.3	195.5	70.52	9.08E+03	4.31E-01	25.44	0
47.542	-10.3	195.5	70.48	9.04E+03	4.30E-01	25.52	0
47.615	-10.3	195.5	70.45	9.00E+03	4.28E-01	25.6	0
47.688	-10.3	195.5	70.43	8.95E+03	4.26E-01	25.68	0
47.761	-10.3	195.5	70.42	8.91E+03	4.24E-01	25.77	0
47.835	-10.3	195.5	70.41	8.87E+03	4.21E-01	25.85	0
47.909	-10.3	195.5	70.44	8.83E+03	4.19E-01	25.93	0
47.983	-10.3	195.5	70.49	8.79E+03	4.17E-01	26.02	0
48.057	-10.3	195.5	70.51	8.75E+03	4.16E-01	26.1	0
48.131	-10.3	195.5	70.47	8.71E+03	4.14E-01	26.18	0
48.205	-10.3	195.5	70.47	8.67E+03	4.11E-01	26.26	0
48.280	-10.3	195.5	70.5	8.63E+03	4.10E-01	26.35	0
48.355	-10.3	195.5	70.52	8.59E+03	4.08E-01	26.18	0
48.430	-10.3	195.5	70.51	8.54E+03	4.06E-01	26.24	0
48.505	-10.3	195.5	70.51	8.50E+03	4.04E-01	26.24	0
48.666	-10.3	195.5	70.5	8.42E+03	4.00E-01	25.99	0
48.742	-10.3	195.5	70.55	8.38E+03	3.97E-01	25.96	0
48.817	-10.3	195.5	70.53	8.34E+03	3.96E-01	25.83	0
48.893	-10.3	195.5	70.52	8.30E+03	3.94E-01	25.83	0
48.969	-10.3	195.5	70.53	8.26E+03	3.92E-01	26.11	0
49.046	-10.3	195.5	70.56	8.22E+03	3.90E-01	26.35	0
49.122	-10.3	195.5	70.64	8.18E+03	3.88E-01	26.46	0
49.199	-10.3	195.5	70.67	8.14E+03	3.86E-01	26.79	0
49.276	-10.3	195.5	70.62	8.10E+03	3.84E-01	26.66	0
49.353	-10.3	195.5	70.62	8.06E+03	3.82E-01	26.82	0
49.430	-10.3	195.5	70.68	8.02E+03	3.79E-01	27.26	0
49.508	-10.3	195.5	70.76	7.98E+03	3.77E-01	27.27	0
49.586	-10.3	195.5	70.85	7.94E+03	3.75E-01	27.42	0
49.664	-10.3	195.5	70.84	7.91E+03	3.74E-01	27.31	0
49.742	-10.3	195.5	70.84	7.87E+03	3.72E-01	27.32	0
49.821	-10.3	195.5	70.87	7.83E+03	3.70E-01	27.53	0
49.899	-10.3	195.5	70.89	7.79E+03	3.68E-01	27.42	0
49.978	-10.3	195.5	70.9	7.75E+03	3.66E-01	27.28	0
50.058	-10.3	195.5	70.91	7.71E+03	3.64E-01	27.13	0
50.137	-10.3	195.5	70.93	7.68E+03	3.63E-01	27.27	0
50.217	-10.3	195.5	70.9	7.64E+03	3.61E-01	27.41	0
50.297	-10.3	195.5	70.84	7.60E+03	3.59E-01	27.56	0
50.377	-10.3	195.5	70.85	7.56E+03	3.58E-01	27.7	0
50.457	-10.3	195.5	70.81	7.53E+03	3.56E-01	27.85	0
50.537	-10.3	195.5	70.79	7.49E+03	3.54E-01	27.99	0
50.618	-10.3	195.5	70.8	7.45E+03	3.52E-01	28.14	0
50.699	-10.3	195.5	70.82	7.41E+03	3.50E-01	28.29	0
50.873	-10.3	195.5	70.85	7.33E+03	3.46E-01	28.6	0
50.954	-10.3	195.5	70.86	7.29E+03	3.45E-01	28.75	0
51.036	-10.3	195.5	70.88	7.26E+03	3.43E-01	28.9	0
51.117	-10.3	195.5	70.89	7.22E+03	3.41E-01	29.04	0
51.199	-10.3	195.5	70.89	7.19E+03	3.39E-01	29.19	0
51.282	-10.3	195.5	70.9	7.15E+03	3.37E-01	29.34	0
51.364	-10.3	195.5	70.94	7.11E+03	3.35E-01	29.49	0
51.447	-10.3	195.5	71.01	7.07E+03	3.33E-01	29.64	0
51.530	-10.3	195.5	71.03	7.04E+03	3.31E-01	29.79	0
51.613	-10.3	195.5	71.08	7.00E+03	3.30E-01	29.81	0
51.696	-10.3	195.5	71.11	6.97E+03	3.28E-01	29.94	0
51.780	-10.3	195.5	71.13	6.93E+03	3.26E-01	30.23	0
51.864	-10.3	195.5	71.14	6.89E+03	3.24E-01	30.3	0
51.948	-10.3	195.5	71.12	6.86E+03	3.23E-01	30.44	0
52.032	-10.3	195.5	71.13	6.82E+03	3.21E-01	30.69	0
52.116	-10.3	195.5	71.14	6.79E+03	3.19E-01	30.89	0
52.201	-10.3	195.5	71.14	6.75E+03	3.18E-01	30.8	0
52.286	-10.3	195.5	71.12	6.71E+03	3.16E-01	31.14	0
52.469	-10.3	195.5	71.26	6.64E+03	3.12E-01	31.44	0
52.554	-10.3	195.5	71.25	6.61E+03	3.11E-01	31.62	0
52.640	-10.3	195.5	71.23	6.57E+03	3.09E-01	31.62	0
52.726	-10.3	195.5	71.19	6.54E+03	3.07E-01	31.61	0
52.812	-10.3	195.5	71.21	6.50E+03	3.06E-01	31.49	0
52.898	-10.3	195.5	71.2	6.47E+03	3.04E-01	31.38	0
52.985	-10.3	195.5	71.22	6.43E+03	3.02E-01	31.51	0
53.071	-10.3	195.5	71.26	6.40E+03	3.00E-01	32	0
53.159	-10.3	195.5	71.29	6.36E+03	2.99E-01	32.09	0
53.246	-10.3	195.5	71.32	6.33E+03	2.97E-01	32.24	0
53.333	-10.3	195.5	71.35	6.29E+03	2.95E-01	32.46	0
53.421	-10.3	195.5	71.38	6.26E+03	2.94E-01	32.54	0
53.509	-10.3	195.5	71.41	6.23E+03	2.92E-01	32.58	0
53.598	-10.3	195.5	71.37	6.19E+03	2.90E-01	32.61	0
53.686	-10.3	195.5	71.39	6.16E+03	2.88E-01	32.64	0
53.775	-10.3	195.5	71.48	6.12E+03	2.86E-01	32.67	0
53.864	-10.3	195.5	71.53	6.09E+03	2.85E-01	32.7	0
53.954	-10.3	195.5	71.59	6.06E+03	2.83E-01	32.73	0
54.044	-10.3	195.5	71.64	6.02E+03	2.81E-01	32.76	0
54.135	-10.3	195.5	71.67	5.99E+03	2.80E-01	32.79	0
54.226	-10.3	195.5	71.72	5.95E+03	2.78E-01	32.83	0
54.317	-10.3	195.5	71.77	5.92E+03	2.76E-01	32.86	0
54.409	-10.3	195.5	71.81	5.89E+03	2.75E-01	32.89	0
54.501	-10.3	195.5	71.81	5.86E+03	2.73E-01	32.92	0
54.593	-10.3	195.5	71.81	5.82E+03	2.71E-01	32.95	0
54.685	-10.3	195.5	71.8	5.79E+03	2.70E-01	32.99	0
54.778	-10.3	195.5	71.84	5.76E+03	2.68E-01	33.02	0
54.977	-10.3	195.5	72.03	5.69E+03	2.64E-01	33.09	0
55.070	-10.3	195.5	72.1	5.66E+03	2.62E-01	33.23	0
55.164	-10.3	195.5	72.19	5.63E+03	2.60E-01	33.1	0
55.258	-10.3	195.5	72.28	5.59E+03	2.59E-01	33.23	0
55.352	-10.3	195.5	72.35	5.56E+03	2.57E-01	33.65	0
55.446	-10.3	195.5	72.38	5.53E+03	2.56E-01	33.79	0
55.541	-10.3	195.5	72.41	5.50E+03	2.54E-01	33.47	0
55.636	-10.3	195.5	72.47	5.46E+03	2.52E-01	33.6	0
55.732	-10.3	195.5	72.53	5.43E+03	2.51E-01	33.64	0
55.827	-10.3	195.5	72.57	5.40E+03	2.49E-01	33.58	0
55.924	-10.3	195.5	72.57	5.37E+03	2.47E-01	33.73	0
56.020	-10.3	195.5	72.65	5.34E+03	2.46E-01	33.96	0
56.117	-10.3	195.5	72.66	5.31E+03	2.44E-01	34.3	0
56.214	-10.3	195.5	72.73	5.28E+03	2.43E-01	34.27	0
56.312	-10.3	195.5	72.77	5.24E+03	2.41E-01	34.51	0
56.410	-10.3	195.5	72.78	5.21E+03	2.40E-01	34.49	0
56.508	-10.3	195.5	72.79	5.18E+03	2.38E-01	34.71	0
56.606	-10.3	195.5	72.85	5.15E+03	2.36E-01	34.62	0
56.818	-10.3	195.5	73.02	5.09E+03	2.33E-01	35.29	0
56.917	-10.3	195.5	73.11	5.06E+03	2.31E-01	35.5	0
57.017	-10.3	195.5	73.21	5.03E+03	2.29E-01	35.31	0
57.117	-10.3	195.5	73.32	5.00E+03	2.28E-01	35.35	0
57.217	-10.3	195.5	73.43	4.97E+03	2.26E-01	35.19	0
57.318	-10.3	195.5	73.44	4.94E+03	2.25E-01	35.22	0
57.419	-10.3	195.5	73.47	4.91E+03	2.23E-01	35.35	0
57.521	-10.3	195.5	73.58	4.88E+03	2.22E-01	35.48	0
57.622	-10.3	195.5	73.71	4.85E+03	2.20E-01	35.62	0
57.725	-10.3	195.5	73.74	4.82E+03	2.18E-01	35.75	0
57.827	-10.3	195.5	73.77	4.79E+03	2.17E-01	35.89	0
57.930	-10.3	195.5	73.87	4.76E+03	2.15E-01	36.02	0
58.033	-10.3	195.5	73.98	4.73E+03	2.14E-01	36.16	0
58.137	-10.3	195.5	74.07	4.70E+03	2.12E-01	36.29	0
58.241	-10.3	195.5	74.18	4.67E+03	2.10E-01	36.43	0
58.346	-10.3	195.5	74.38	4.64E+03	2.08E-01	36.57	0
58.451	-10.3	195.5	74.59	4.61E+03	2.07E-01	36.71	0
58.556	-10.3	195.5	74.79	4.59E+03	2.05E-01	36.85	0
58.662	-10.3	195.5	74.86	4.56E+03	2.03E-01	36.99	0
58.769	-10.3	195.5	74.94	4.53E+03	2.02E-01	37.13	0
58.875	-10.3	195.5	75.04	4.50E+03	2.00E-01	37.27	0
58.983	-10.3	195.5	75.13	4.47E+03	1.99E-01	37.58	0
59.090	-10.3	195.5	75.19	4.44E+03	1.98E-01	37.84	0
59.198	-10.3	195.5	75.15	4.41E+03	1.97E-01	37.62	0
59.307	-10.3	195.5	75.08	4.39E+03	1.96E-01	37.27	0
59.415	-10.3	195.5	75.07	4.36E+03	1.94E-01	37.21	0
59.525	-10.3	195.5	75.17	4.33E+03	1.93E-01	36.92	0
59.760	-10.3	195.5	75.38	4.27E+03	1.90E-01	37.46	0
59.870	-10.3	195.5	75.47	4.24E+03	1.88E-01	37.33	0
59.980	-10.3	195.5	75.73	4.22E+03	1.86E-01	36.93	0
60.091	-10.3	195.5	76.16	4.19E+03	1.84E-01	37.28	0
60.203	-10.3	195.5	76.45	4.16E+03	1.82E-01	37.38	0
60.315	-10.3	195.5	76.55	4.14E+03	1.81E-01	37.22	0
60.428	-10.3	195.5	76.68	4.11E+03	1.79E-01	37.39	0
60.541	-10.3	195.5	76.96	4.08E+03	1.78E-01	37.35	0
60.654	-10.3	195.5	77.1	4.06E+03	1.76E-01	37.1	0
60.769	-10.3	195.5	77.12	4.03E+03	1.75E-01	37.31	0
60.884	-10.3	195.5	77.17	4.00E+03	1.74E-01	37.25	0
61.000	-10.3	195.5	77.24	3.98E+03	1.72E-01	37.05	0
61.116	-10.3	195.5	77.35	3.95E+03	1.71E-01	37.33	0
61.233	-10.3	195.5	77.56	3.93E+03	1.69E-01	37.02	0
61.351	-10.3	195.5	77.77	3.90E+03	1.68E-01	36.55	0
61.469	-10.3	195.5	77.88	3.87E+03	1.66E-01	36.49	0
61.587	-10.3	195.5	78.11	3.85E+03	1.65E-01	36.49	0
61.707	-10.3	195.5	78.4	3.82E+03	1.63E-01	36.46	0
61.963	-10.3	195.5	79.03	3.77E+03	1.60E-01	36.4	0
62.084	-10.3	195.5	79.33	3.74E+03	1.58E-01	36.37	0
62.205	-10.3	195.5	79.6	3.72E+03	1.57E-01	36.34	0
62.327	-10.3	195.5	79.89	3.69E+03	1.55E-01	36.31	0
62.449	-10.3	195.5	80.18	3.67E+03	1.54E-01	36.28	0
62.572	-10.3	195.5	80.42	3.64E+03	1.52E-01	36.25	0
62.696	-10.3	195.5	80.62	3.62E+03	1.51E-01	36.22	0
62.820	-10.3	195.5	80.83	3.60E+03	1.49E-01	36.19	0
62.945	-10.3	195.5	81.23	3.57E+03	1.48E-01	36.16	0
63.071	-10.3	195.5	81.48	3.55E+03	1.46E-01	36.13	0
63.198	-10.3	195.5	81.96	3.52E+03	1.44E-01	36.1	0
63.325	-10.3	195.5	82.18	3.50E+03	1.43E-01	36.07	0
63.453	-10.3	195.5	82.46	3.48E+03	1.42E-01	36.04	0
63.583	-10.3	195.5	82.81	3.45E+03	1.40E-01	36.01	0
63.713	-10.3	195.5	83.51	3.43E+03	1.38E-01	35.93	0
63.844	-10.3	195.5	84.19	3.40E+03	1.36E-01	35.89	0
63.975	-10.3	195.5	84.72	3.38E+03	1.34E-01	35.84	0
64.108	-10.3	195.5	85.37	3.36E+03	1.32E-01	35.84	0
64.241	-10.3	195.5	86.02	3.34E+03	1.30E-01	35.71	0
64.375	-10.3	195.5	86.42	3.31E+03	1.29E-01	35.94	0
64.510	-10.3	195.5	86.89	3.29E+03	1.27E-01	35.67	0
64.645	-10.3	195.5	87.26	3.27E+03	1.26E-01	35.61	0
64.781	-10.3	195.5	87.82	3.24E+03	1.24E-01	36	0
64.918	-10.3	195.5	88.45	3.22E+03	1.23E-01	35.74	0
65.056	-10.3	195.5	89.06	3.20E+03	1.21E-01	35.59	0
65.195	-10.3	195.5	89.66	3.18E+03	1.19E-01	35.73	0
65.335	-10.3	195.5	90.26	3.16E+03	1.18E-01	36.03	0
65.643	-10.3	195.5	91.21	3.11E+03	1.15E-01	35.75	0
65.787	-10.3	195.5	91.5	3.09E+03	1.14E-01	35.61	0
65.932	-10.3	195.5	92	3.07E+03	1.12E-01	35.72	0
66.077	-10.3	195.5	92.56	3.05E+03	1.11E-01	35.21	0
66.224	-10.3	195.5	92.94	3.03E+03	1.10E-01	34.75	0
66.372	-10.3	195.5	93.3	3.01E+03	1.08E-01	34.6	0
66.520	-10.3	195.5	93.82	2.99E+03	1.07E-01	33.54	0
66.670	-10.3	195.5	95.14	2.97E+03	1.05E-01	32.89	0
66.821	-10.3	195.5	95.77	2.95E+03	1.03E-01	32.17	0
66.973	-10.3	195.5	96.33	2.93E+03	1.02E-01	31.28	0
67.125	-10.3	195.5	96.83	2.91E+03	1.01E-01	30.36	0
67.278	-10.3	195.5	97.65	2.89E+03	9.91E-02	29.42	0
67.433	-10.3	195.5	98.37	2.87E+03	9.76E-02	28.48	0
67.588	-10.3	195.5	98.92	2.85E+03	9.68E-02	27.53	0
67.745	-10.3	195.5	99.43	2.83E+03	9.56E-02	26.58	0
67.902	-10.3	195.5	100.07	2.81E+03	9.43E-02	25.62	0
68.060	-10.3	195.5	101.05	2.79E+03	9.29E-02	24.66	0
68.220	-10.3	195.5	101.62	2.77E+03	9.19E-02	23.68	0
68.568	-10.3	195.5	102.35	2.73E+03	8.99E-02	21.56	0
68.731	-10.3	195.5	102.51	2.71E+03	8.92E-02	20.57	0
68.894	-10.3	195.5	102.77	2.69E+03	8.83E-02	19.58	0
69.059	-10.3	195.5	103.09	2.67E+03	8.75E-02	18.57	0
69.225	-10.3	195.5	103.94	2.66E+03	8.62E-02	17.56	0
69.391	-10.3	195.5	104.43	2.64E+03	8.50E-02	16.55	0
69.559	-10.3	195.5	104.65	2.62E+03	8.44E-02	15.53	0
69.727	-10.3	195.5	104.93	2.60E+03	8.36E-02	14.85	0
69.896	-10.3	195.5	105.2	2.58E+03	8.28E-02	14.23	0
70.067	-10.3	195.5	105.4	2.57E+03	8.20E-02	12.7	0
70.238	-10.3	195.5	105.65	2.55E+03	8.14E-02	11.65	0
70.411	-10.3	195.5	105.91	2.53E+03	8.07E-02	10.16	0
70.584	-10.3	195.5	106.47	2.51E+03	7.96E-02	9.1	0
70.759	-10.3	195.5	107.04	2.49E+03	7.86E-02	7.76	0
